gamehexid,season,season_type,game_date,game_matchup,home_team,home_team_id,away_team,away_team_id,game_line,over_under,actual_spread,spread_difference,spread_covered,home_ft_pct_L10,total_min,home_win,away_win,home_points,away_points,,3pfgPCT_x_WL,home_fg_made,home_fg_att,home_fg_pct,home_fg3_made,home_fg3_att,home_fg3_pct,home_ft_made,home_ft_att,home_ft_pct,home_off_reb,home_def_reb,home_rebounds,home_assists,home_steals,home_blocks,home_turnovers,home_personal_fouls,home_prev_3,home_prev_5_home,home_prev_10,away_fg_made,away_fg_att,away_fg_pct,away_fg3_made,away_fg3_att,away_fg3_pct,away_ft_made,away_ft_att,d,away_off_reb,away_def_reb,away_rebounds,away_assists,away_steals,away_blocks,away_turnovers,away_personal_fouls,over_under,home_wins,home_wins_at_home,home_last_ten_wins,home_last_five_wins,home_last_three_wins,home_points_per_game,home_points_allowed_per_game,home_ft_pct_on_season,home_fg_pct_on_season,home_rebounds_on_season,home_personal_fouls_on_season,home_h2h_wins,home_last_ten_ATS,home_last_five_ATS,home_last_three_ATS,away_wins,away_wins_at_away,away_last_ten_wins,away_last_five_wins,away_last_three_wins,away_points_per_game,away_points_allowed_per_game,away_ft_pct_on_season,away_fg_pct_on_season,away_rebounds_on_season,away_personal_fouls_on_season,away_h2h_wins,away_last_ten_ATS,away_last_five_ATS,away_last_three_ATS
434849323031352d31312d3330,2015-16,1,11/30/15,SAS @ CHI,CHI,1610612741,SA,1610612759,4.5,189,-3,7.5,1,0.736842105,240,1,0,92,89,,0.444,47,84,0.56,8,18,0.444,18,25,0.72,6,34,40,27,13,6,16,15,2,3,4,43,89,0.483,9,26,0.346,16,20,0.8,10,32,42,30,6,4,20,19,1,29,16,4,2,2,106.6891892,108.9864865,0.726459758,0.463681904,3289,1524,0,3,3,2,36,17,6,2,1,103.3243243,104.3243243,0.731001206,0.45810939,3059,1531,1,5,0,0
444554323031352d31312d3330,2015-16,1,11/30/15,HOU @ DET,DET,1610612765,HOU,1610612745,-4.5,198,-11,6.5,1,0.695652174,240,1,0,116,105,,0.5,34,78,0.436,12,24,0.5,27,37,0.73,13,31,44,19,6,3,16,23,2,4,7,43,89,0.483,9,29,0.31,22,26,0.846,11,30,41,18,6,4,8,27,1,24,14,4,3,2,107.0714286,109.1071429,0.726460481,0.462665017,2534,1155,1,6,3,1,37,18,6,2,1,104.754386,100.2105263,0.689856957,0.462092334,2439,1228,2,6,4,2
4c4143323031352d31312d3330,2015-16,1,11/30/15,POR @ LAC,LAC,1610612746,POR,1610612757,-7,206,-15,8,1,0.743772242,240,1,0,102,87,,0.28,48,107,0.449,7,25,0.28,13,19,0.684,22,24,46,28,11,0,10,16,1,3,6,47,82,0.573,14,34,0.412,23,26,0.885,10,37,47,28,7,3,21,23,1,24,14,4,3,1,107.0701754,109.245614,0.726541555,0.462241169,2578,1178,1,6,2,0,41,16,5,1,1,109.9661017,102.779661,0.785520974,0.475872891,2814,1209,1,4,2,2
4d4941323031352d31312d3330,2015-16,1,11/30/15,BOS @ MIA,MIA,1610612748,BOS,1610612738,-4,192.5,10,14,0,0.713261649,240,0,1,95,105,,0,32,83,0.386,5,22,0.227,22,25,0.88,14,34,48,23,6,4,7,15,3,5,10,32,82,0.39,5,16,0.313,15,16,0.938,9,35,44,19,5,7,11,17,0,18,12,7,5,3,101.84,95.6,0.726618705,0.457446809,1120,512,2,4,2,2,14,7,5,4,2,98.37931034,99.24137931,0.80693816,0.432332374,1281,622,0,5,2,1
4d494c323031352d31312d3330,2015-16,1,11/30/15,DEN @ MIL,MIL,1610612749,DEN,1610612743,-3.5,199,-18,14.5,1,0.790055249,240,1,0,92,74,,0.318,40,90,0.444,7,22,0.318,29,39,0.744,12,40,52,28,10,7,12,22,2,2,5,35,94,0.372,9,32,0.281,15,23,0.652,18,39,57,20,4,2,22,27,0,27,14,2,1,1,106.3802817,109.2253521,0.72697187,0.462542843,3153,1464,1,2,1,1,19,6,5,3,2,100.4571429,107.8285714,0.750459841,0.435199193,3081,1581,1,4,3,1
534143323031352d31312d3330,2015-16,1,11/30/15,DAL @ SAC,SAC,1610612758,DAL,1610612742,-2,214.5,-14,12,1,0.701244813,240,1,0,112,98,,0.35,45,92,0.489,7,20,0.35,12,16,0.75,13,38,51,24,10,4,11,21,2,3,4,31,80,0.388,10,29,0.345,19,28,0.679,14,33,47,17,9,4,16,12,0,21,12,6,3,2,102.2826087,102.7391304,0.726990693,0.446496332,2115,1006,0,5,3,2,22,6,5,3,2,101.8043478,101.5869565,0.794010889,0.427948718,2000,870,1,6,3,2
55544148323031352d31312d3330,2015-16,1,11/30/15,GSW @ UTA,UTAH,1610612762,GS,1610612744,7.5,202,3,4.5,1,0.71641791,240,0,1,103,106,,0,41,83,0.494,10,21,0.476,24,31,0.774,7,38,45,16,12,8,22,24,3,4,8,42,90,0.467,8,24,0.333,18,26,0.692,9,35,44,26,12,5,18,26,1,22,13,2,1,1,107.0566038,109.0943396,0.727009413,0.462276494,2395,1099,0,7,4,3,22,11,5,3,2,100.4814815,103.4259259,0.766968326,0.436295972,2406,1111,0,3,2,1
424b4e323031352d31322d3031,2015-16,1,12/1/15,PHX @ BKN,BKN,1610612751,PHX,1610612756,3.5,208,-3,6.5,1,0.765151515,240,1,0,94,91,,0.455,47,90,0.522,15,33,0.455,17,28,0.607,15,37,52,32,16,7,16,15,3,5,10,35,88,0.398,10,32,0.313,17,20,0.85,11,29,40,21,11,4,19,23,1,11,6,6,4,2,103.2608696,107.2173913,0.727136432,0.42961039,999,498,0,4,3,2,3,2,1,0,0,97.04347826,106.4347826,0.776556777,0.412844037,991,478,0,7,3,1
434c45323031352d31322d3031,2015-16,1,12/1/15,WAS @ CLE,CLE,1610612739,WSH,1610612764,-8.5,205,12,20.5,0,0.737556561,240,0,1,85,97,,0,40,80,0.5,10,23,0.435,22,25,0.88,7,33,40,24,6,6,15,18,2,4,8,43,90,0.478,3,12,0.25,15,19,0.789,12,35,47,18,10,2,13,20,1,29,18,9,5,3,103.5636364,102.1636364,0.727272727,0.449461912,2528,1204,1,6,3,3,15,4,3,2,1,96.51785714,103.5,0.763254113,0.451268927,2389,983,0,6,3,1
4d494e323031352d31322d3031,2015-16,1,12/1/15,ORL @ MIN,MIN,1610612750,ORL,1610612753,-1.5,203,3,4.5,0,0.798165138,240,0,1,93,96,,0,51,82,0.622,9,20,0.45,22,30,0.733,6,35,41,32,11,3,11,18,2,3,5,42,88,0.477,8,24,0.333,19,24,0.792,12,29,41,22,6,2,13,24,1,28,15,3,2,1,106.5138889,109.0138889,0.727321814,0.462280843,3205,1486,2,2,2,2,35,15,2,1,1,103.1805556,103.7638889,0.795665635,0.44597475,3110,1397,1,2,1,1
4e4f323031352d31322d3031,2015-16,1,12/1/15,MEM @ NOP,NO,1610612740,MEM,1610612763,-1,201.5,9,10,0,0.829113924,240,0,1,104,113,,0,32,76,0.421,6,27,0.222,26,30,0.867,8,29,37,16,7,5,13,21,3,4,5,35,80,0.438,4,16,0.25,19,28,0.679,15,34,49,20,10,4,16,23,0,22,13,7,4,3,102.4255319,102.4893617,0.727365209,0.447466007,2166,1027,2,6,3,3,14,7,2,1,0,99.52083333,103.5416667,0.793401414,0.452888318,2015,1041,0,8,4,2
504849323031352d31322d3031,2015-16,1,12/1/15,LAL @ PHI,PHI,1610612755,LAL,1610612747,-1,195,-12,11,1,0.624,240,1,0,103,91,,0.464,42,83,0.506,13,28,0.464,18,24,0.75,14,33,47,29,5,2,13,31,3,5,10,36,80,0.45,6,25,0.24,24,36,0.667,8,27,35,19,9,3,9,21,1,29,15,8,3,2,101.05,95.575,0.727474972,0.450241255,1796,803,0,5,1,0,27,12,9,4,2,104.7560976,101.0243902,0.69600726,0.461200586,1749,889,0,4,3,2
504f52323031352d31322d3031,2015-16,1,12/1/15,DAL @ POR,POR,1610612757,DAL,1610612742,-1.5,202,3,4.5,0,0.710526316,265,0,1,112,115,,0,39,88,0.443,4,18,0.222,10,12,0.833,11,29,40,13,9,7,5,12,3,5,9,35,78,0.449,15,30,0.5,8,14,0.571,12,31,43,16,3,3,16,11,0,16,12,6,4,2,96.80769231,94.92307692,0.727564103,0.465847666,1112,461,0,5,1,1,16,6,7,4,2,101.75,100,0.662517289,0.426570628,1337,543,1,6,2,1
41544c323031352d31322d3032,2015-16,1,12/2/15,TOR @ ATL,ATL,1610612737,TOR,1610612761,-4,196.5,10,14,0,0.824175824,240,0,1,86,96,,0,45,82,0.549,9,23,0.391,18,21,0.857,10,33,43,24,4,4,9,21,3,5,10,40,81,0.494,6,18,0.333,17,21,0.81,8,24,32,20,2,2,6,19,1,33,18,7,4,3,101.8444444,96.15555556,0.727722772,0.453550454,2018,912,0,3,2,1,39,14,9,4,2,104.5,90.60869565,0.789934354,0.490718954,2075,816,1,5,4,3
434841323031352d31322d3032,2015-16,1,12/2/15,GSW @ CHA,CHA,1610612766,GS,1610612744,9,207.5,17,8,0,0.813852814,240,0,1,99,116,,0,45,94,0.479,16,35,0.457,14,19,0.737,12,41,53,27,7,5,14,25,2,4,9,36,82,0.439,9,23,0.391,19,29,0.655,8,36,44,28,11,4,17,23,1,36,20,7,3,1,102.2,96.6,0.727927928,0.45545977,2230,1013,0,6,4,2,21,8,3,1,0,107.0588235,108.8627451,0.727891156,0.461851936,2307,1060,0,7,3,2
434849323031352d31322d3032,2015-16,1,12/2/15,DEN @ CHI,CHI,1610612741,DEN,1610612743,-9.5,197,-9,0.5,0,0.720930233,240,1,0,99,90,,0.353,36,85,0.424,6,17,0.353,19,21,0.905,17,30,47,19,11,5,19,23,0,1,3,36,80,0.45,11,21,0.524,22,31,0.71,13,30,43,25,11,4,15,17,0,31,17,5,2,1,106.9615385,109.0897436,0.727952167,0.46527881,3452,1594,0,5,2,1,26,13,4,2,1,101.7692308,105.7435897,0.794383627,0.461562747,3245,1621,3,3,1,1
444554323031352d31322d3032,2015-16,1,12/2/15,PHX @ DET,DET,1610612765,PHX,1610612756,-3.5,203.5,-5,1.5,1,0.651428571,265,1,0,127,122,,0.167,35,94,0.372,4,24,0.167,9,22,0.409,16,32,48,17,5,5,4,18,3,5,10,38,87,0.437,7,17,0.412,13,15,0.867,13,40,53,21,2,5,7,18,0,30,16,8,3,2,101.3902439,95.73170732,0.728060672,0.451603413,1843,834,0,5,1,1,24,8,4,2,1,101.8780488,101.3658537,0.785942492,0.433721575,1999,767,1,6,2,1
484f55323031352d31322d3032,2015-16,1,12/2/15,NOP @ HOU,HOU,1610612745,NO,1610612740,-3.5,216,-7,3.5,1,0.733788396,240,1,0,108,101,,0.419,48,94,0.511,13,31,0.419,11,18,0.611,13,33,46,26,6,1,6,20,3,4,9,38,86,0.442,13,28,0.464,22,27,0.815,11,33,44,16,5,3,11,19,1,37,21,7,3,2,102.5490196,96.66666667,0.728077945,0.455971897,2283,1038,0,6,4,2,11,5,2,2,1,96.24074074,105.8703704,0.773873186,0.411392405,2323,1089,0,4,1,0
4c4143323031352d31322d3032,2015-16,1,12/2/15,IND @ LAC,LAC,1610612746,IND,1610612754,-1,204.5,12,13,0,0.704467354,240,0,1,91,103,,0,39,96,0.406,6,18,0.333,8,15,0.533,10,34,44,27,13,1,14,14,3,5,8,44,85,0.518,8,19,0.421,12,15,0.8,6,44,50,26,13,8,16,16,0,24,14,4,3,3,107.3454545,109.1272727,0.728472222,0.463804714,2490,1141,0,7,4,2,47,19,8,4,2,105.1607143,92.71428571,0.795053004,0.490994854,2479,991,1,6,4,3
4e59323031352d31322d3032,2015-16,1,12/2/15,PHI @ NYK,NY,1610612752,PHI,1610612755,-8.5,191,-12,3.5,1,0.828125,240,1,0,99,87,,0.471,36,78,0.462,16,34,0.471,32,43,0.744,13,30,43,25,9,5,17,18,3,5,9,46,98,0.469,10,26,0.385,11,13,0.846,13,34,47,35,12,7,13,27,1,9,5,5,4,2,102.05,107,0.728522337,0.423305589,878,442,1,3,2,2,7,2,4,2,1,104.85,108.75,0.728,0.450460829,891,426,0,5,2,2
5341323031352d31322d3032,2015-16,1,12/2/15,MIL @ SAS,SA,1610612759,MIL,1610612749,-12,188,-25,13,1,0.787878788,240,1,0,95,70,,0.5,41,78,0.526,11,22,0.5,14,21,0.667,3,31,34,20,6,7,19,19,0,2,3,40,93,0.43,12,31,0.387,23,27,0.852,19,30,49,20,12,7,14,19,0,31,17,5,3,2,106.961039,109.012987,0.728600201,0.464570483,3418,1575,0,5,3,2,41,15,6,4,2,105,104.2337662,0.752542373,0.449281935,3515,1681,3,4,3,3
575348323031352d31322d3032,2015-16,1,12/2/15,LAL @ WAS,WSH,1610612764,LAL,1610612747,-10,203.5,4,14,0,0.748691099,240,0,1,104,108,,0,43,75,0.573,12,23,0.522,18,26,0.692,5,25,30,26,11,7,11,14,3,4,9,39,80,0.488,13,34,0.382,18,22,0.818,10,32,42,23,7,0,19,24,1,15,11,5,3,2,96.04,94.36,0.72909699,0.461734694,1082,447,0,4,1,0,11,5,4,2,1,101.7407407,102.1481481,0.741610738,0.444978166,1227,608,0,5,3,3
4d454d323031352d31322d3033,2015-16,1,12/3/15,SAS @ MEM,MEM,1610612763,SA,1610612759,2.5,183,20,17.5,0,0.84375,240,0,1,83,103,,0,40,93,0.43,3,19,0.158,15,20,0.75,14,32,46,21,6,6,15,29,0,0,0,33,78,0.423,7,23,0.304,31,40,0.775,5,35,40,14,9,6,15,22,0,0,0,0,0,0,89.8,104.4,0.729166667,0.437956204,198,99,0,2,2,1,0,0,0,0,0,106.75,116.75,0.8203125,0.408571429,167,101,0,1,1,1
4d4941323031352d31322d3033,2015-16,1,12/3/15,OKC @ MIA,MIA,1610612748,OKC,1610612760,3.5,202.5,-2,5.5,1,0.69858156,240,1,0,97,95,,0.286,41,89,0.461,8,28,0.286,26,34,0.765,16,33,49,21,11,2,13,27,3,5,7,37,77,0.481,11,34,0.324,18,34,0.529,8,32,40,23,6,3,20,22,1,26,15,8,4,2,102.4615385,101.9230769,0.729166667,0.447680932,2383,1135,1,4,1,0,27,11,5,2,1,105.037037,106.6111111,0.708596713,0.442802776,2302,1172,1,5,2,1
504f52323031352d31322d3033,2015-16,1,12/3/15,IND @ POR,POR,1610612757,IND,1610612754,2.5,202,-12,14.5,1,0.727810651,240,1,0,123,111,,0.368,37,77,0.481,7,19,0.368,17,25,0.68,8,28,36,22,3,4,15,25,3,5,10,46,85,0.541,19,40,0.475,21,27,0.778,6,31,37,33,7,2,8,25,1,28,15,9,4,2,101.3947368,95.07894737,0.729508197,0.449082859,1715,765,0,6,2,1,37,18,8,3,1,113.8780488,102.7317073,0.751847941,0.484225352,1917,846,1,3,2,2
534143323031352d31322d3033,2015-16,1,12/3/15,BOS @ SAC,SAC,1610612758,BOS,1610612738,1.5,215.5,17,15.5,0,0.707865169,240,0,1,97,114,,0,39,90,0.433,12,32,0.375,25,38,0.658,23,25,48,20,7,6,12,21,2,4,8,43,86,0.5,8,16,0.5,17,23,0.739,12,26,38,19,6,10,11,26,1,28,17,9,4,3,103.3518519,102,0.729543497,0.449774145,2480,1183,2,6,2,2,26,8,8,3,1,97.8490566,96.96226415,0.748822606,0.446983977,2265,1133,1,6,3,3
544f52323031352d31322d3033,2015-16,1,12/3/15,DEN @ TOR,TOR,1610612761,DEN,1610612743,-9.5,193,1,10.5,0,0.731707317,240,0,1,105,106,,0,35,88,0.398,6,26,0.231,18,27,0.667,11,46,57,19,10,5,17,15,3,5,9,36,90,0.4,6,20,0.3,10,11,0.909,7,38,45,19,10,3,17,20,0,16,12,5,3,1,96.62962963,94.85185185,0.729559748,0.464908149,1152,473,0,4,1,1,9,3,5,3,2,102.75,107.5357143,0.796042618,0.446564885,1167,613,0,5,3,2
55544148323031352d31322d3033,2015-16,1,12/3/15,ORL @ UTA,UTAH,1610612762,ORL,1610612753,-4,192,9,13,0,0.724358974,240,0,1,94,103,,0,45,94,0.479,13,32,0.406,11,20,0.55,16,24,40,22,12,4,11,23,1,1,4,39,81,0.481,13,32,0.406,21,28,0.75,13,31,44,24,6,5,21,25,0.5,31,17,4,2,1,106.835443,109.0379747,0.729783037,0.464757709,3499,1617,1,5,2,0,54,23,7,2,1,110.3291139,103.1139241,0.783593357,0.477559402,3831,1623,2,4,2,1
41544c323031352d31322d3034,2015-16,1,12/4/15,LAL @ ATL,ATL,1610612737,LAL,1610612747,-11,206.5,-13,2,1,0.819672131,240,1,0,100,87,,0.567,52,97,0.536,17,30,0.567,16,23,0.696,8,40,48,28,12,4,13,21,3,5,8,36,92,0.391,12,34,0.353,21,28,0.75,14,33,47,25,7,4,20,17,1,27,16,8,4,3,102.7169811,101.9433962,0.730228471,0.447934974,2432,1162,0,5,2,1,48,24,10,5,3,115.4615385,102.9615385,0.754606365,0.4895074,2439,1089,1,4,1,1
44414c323031352d31322d3034,2015-16,1,12/4/15,HOU @ DAL,DAL,1610612742,HOU,1610612745,-5,211,4,9,0,0.796610169,240,0,1,96,100,,0,46,82,0.561,8,18,0.444,6,9,0.667,8,42,50,24,4,1,12,16,3,5,9,32,88,0.364,7,31,0.226,11,14,0.786,13,27,40,22,6,3,9,11,0,18,13,6,2,1,96.96774194,95.48387097,0.730245232,0.462576687,1327,543,0,3,2,1,19,9,6,4,3,102.25,100.84375,0.785419532,0.445437616,1402,630,0,7,4,3
444554323031352d31322d3034,2015-16,1,12/4/15,MIL @ DET,DET,1610612765,MIL,1610612749,-6.5,193.5,-7,0.5,1,0.643835616,240,1,0,102,95,,0.267,37,87,0.425,8,30,0.267,21,35,0.6,15,32,47,21,8,6,14,25,2,4,9,38,88,0.432,7,20,0.35,21,25,0.84,11,38,49,21,6,5,15,27,0,35,19,7,4,2,102.25,96.70833333,0.730337079,0.456614154,2134,971,1,5,4,3,28,14,7,4,2,104.58,100.34,0.779783394,0.437066846,2252,1111,0,6,3,2
4e4f323031352d31322d3034,2015-16,1,12/4/15,CLE @ NOP,NO,1610612740,CLE,1610612739,4.5,208.5,-6,10.5,1,0.816753927,265,1,0,114,108,,0.371,37,80,0.463,13,35,0.371,18,22,0.818,11,29,40,22,4,3,21,30,2,4,9,44,82,0.537,10,29,0.345,21,35,0.6,12,34,46,26,14,5,16,25,1,30,19,9,5,3,103.7142857,102.1964286,0.730392157,0.450300892,2568,1222,2,5,3,2,28,12,3,1,1,105.3508772,106.8421053,0.70344425,0.443406243,2428,1254,1,4,1,1
4e59323031352d31322d3034,2015-16,1,12/4/15,BKN @ NYK,NY,1610612752,BKN,1610612751,-3.5,192,-17,13.5,1,0.831775701,240,1,0,108,91,,0.286,48,95,0.505,8,28,0.286,17,20,0.85,16,37,53,36,7,10,11,19,3,5,9,39,92,0.424,7,17,0.412,18,24,0.75,11,27,38,26,7,4,10,21,1,37,19,5,2,1,103.5324675,104.5844156,0.730858469,0.458225929,3196,1603,1,4,2,2,21,7,2,0,0,98.37662338,105.2727273,0.761278195,0.455249303,3276,1384,0,9,4,2
575348323031352d31322d3034,2015-16,1,12/4/15,PHX @ WAS,WSH,1610612764,PHX,1610612756,2.5,214.5,-3,5.5,1,0.747747748,240,1,0,109,106,,0.432,42,100,0.42,19,44,0.432,12,14,0.857,20,32,52,27,7,4,16,28,0,1,5,37,76,0.487,10,21,0.476,26,36,0.722,8,34,42,23,8,6,19,16,1,15,8,4,1,0,101.2368421,102.9210526,0.730952381,0.44292804,1741,831,0,4,1,0,26,9,8,4,2,108.8648649,100.8378378,0.797040169,0.475238095,1756,747,1,3,2,2
434849323031352d31322d3035,2015-16,1,12/5/15,CHA @ CHI,CHI,1610612741,CHA,1610612766,-6,195.5,6,12,0,0.728643216,240,0,1,96,102,,0,34,90,0.378,5,22,0.227,30,39,0.769,15,37,52,14,5,6,7,23,3,5,9,37,94,0.394,8,28,0.286,18,25,0.72,14,41,55,18,4,3,10,26,1,20,14,6,3,2,97.24242424,94.45454545,0.731125828,0.46536548,1431,574,0,4,2,2,19,7,5,3,1,102.4545455,98.60606061,0.749680715,0.443930224,1437,632,2,5,2,1
484f55323031352d31322d3035,2015-16,1,12/5/15,SAC @ HOU,HOU,1610612745,SAC,1610612758,-3,218,-7,4,1,0.72972973,240,1,0,120,113,,0.55,38,73,0.521,11,20,0.55,29,37,0.784,10,39,49,21,5,6,22,21,3,5,8,40,83,0.482,16,35,0.457,18,26,0.692,8,25,33,24,18,5,12,24,1,5,3,3,1,0,99.73333333,106.8,0.731132075,0.415139442,658,330,0,2,1,1,0,0,0,0,0,91,102.9333333,0.71147541,0.417138238,648,317,0,3,1,0
4c4143323031352d31322d3035,2015-16,1,12/5/15,ORL @ LAC,LAC,1610612746,ORL,1610612753,-2.5,198,-2,0.5,0,0.684039088,240,1,0,103,101,,0.333,42,84,0.5,10,30,0.333,21,24,0.875,6,26,32,30,9,7,12,24,1,1,1,41,77,0.532,9,21,0.429,30,35,0.857,6,35,41,30,10,6,15,21,1,0,0,0,0,0,100.75,115,0.731182796,0.409340659,166,80,0,2,2,1,5,3,5,5,3,99.33333333,95.33333333,0.780487805,0.450199203,257,107,0,1,1,1
4d4941323031352d31322d3035,2015-16,1,12/5/15,CLE @ MIA,MIA,1610612748,CLE,1610612739,-2,191.5,-15,13,1,0.684210526,240,1,0,99,84,,0.4,38,81,0.469,10,25,0.4,17,23,0.739,10,30,40,21,8,6,14,20,3,5,6,40,85,0.471,12,19,0.632,18,25,0.72,12,33,45,23,7,6,14,18,1,24,15,8,5,3,102.3877551,102.1428571,0.731213873,0.44721826,2252,1071,0,6,4,2,33,15,9,4,2,101.4285714,97.04081633,0.785384615,0.444695827,2130,935,0,8,3,2
4d494c323031352d31322d3035,2015-16,1,12/5/15,NYK @ MIL,MIL,1610612749,NY,1610612752,2,191,-15,17,1,0.783251232,240,1,0,106,91,,0.308,34,79,0.43,8,26,0.308,12,13,0.923,5,35,40,19,8,2,17,21,3,5,9,37,80,0.463,8,25,0.32,14,21,0.667,6,37,43,17,10,3,13,15,0,40,23,8,5,3,103.1666667,96.81481481,0.73131822,0.458213892,2430,1101,1,5,2,0,27,11,2,0,0,101.5714286,101.0892857,0.64470918,0.434623218,2605,1092,1,5,2,1
4d494e323031352d31322d3035,2015-16,1,12/5/15,POR @ MIN,MIN,1610612750,POR,1610612757,-2,203,6,8,0,0.80078125,240,0,1,103,109,,0,39,85,0.459,11,31,0.355,18,25,0.72,10,39,49,25,6,7,15,23,3,4,5,38,86,0.442,5,14,0.357,14,24,0.583,12,31,43,23,7,4,13,18,0,23,14,8,4,3,102.2916667,102.2916667,0.731490622,0.446978889,2203,1048,0,6,3,2,20,7,4,1,0,98.24,103.2,0.763975155,0.461519668,2071,1084,1,6,4,2
504849323031352d31322d3035,2015-16,1,12/5/15,DEN @ PHI,PHI,1610612755,DEN,1610612743,3.5,194,3,0.5,1,0.628378378,240,0,1,105,108,,0,38,96,0.396,12,33,0.364,20,28,0.714,12,33,45,21,12,4,9,17,1,2,5,46,87,0.529,18,32,0.563,18,21,0.857,5,43,48,36,6,5,15,20,1,15,8,4,2,1,101.0540541,102.2432432,0.731527094,0.444373402,1696,814,0,5,2,0,33,16,9,4,3,113.7428571,101.7714286,0.746943765,0.484447386,1639,725,0,5,2,1
5341323031352d31322d3035,2015-16,1,12/5/15,BOS @ SAS,SA,1610612759,BOS,1610612738,-9,189.5,-3,6,0,0.778378378,240,1,0,108,105,,0.348,36,83,0.434,8,23,0.348,17,22,0.773,8,37,45,23,9,4,15,17,1,1,1,36,88,0.409,12,30,0.4,10,13,0.769,13,41,54,23,7,6,18,20,0,1,0,1,1,1,103,103.5,0.731707317,0.478787879,79,43,0,0,0,0,0,0,0,0,0,94,104,0.75862069,0.392857143,43,16,0,1,1,1
544f52323031352d31322d3035,2015-16,1,12/5/15,GSW @ TOR,TOR,1610612761,GS,1610612744,7.5,208,3,4.5,1,0.747311828,240,0,1,109,112,,0,42,80,0.525,9,21,0.429,20,28,0.714,4,44,48,27,8,5,12,23,3,5,9,28,81,0.346,12,33,0.364,30,35,0.857,9,37,46,21,7,2,15,25,1,38,20,4,2,1,103.6962025,104.6582278,0.732314658,0.458677686,3285,1645,1,4,4,2,46,17,7,3,2,103.164557,100.5063291,0.790348525,0.437518729,3467,1428,2,5,2,1
55544148323031352d31322d3035,2015-16,1,12/5/15,IND @ UTA,UTAH,1610612762,IND,1610612754,2,194.5,-3,5,1,0.727777778,265,1,0,122,119,,0.4,41,86,0.477,10,25,0.4,15,23,0.652,12,28,40,23,9,5,11,9,1,2,2,42,83,0.506,7,20,0.35,12,13,0.923,8,31,39,16,5,0,15,19,1,5,3,5,4,2,95.33333333,95.33333333,0.732394366,0.428958051,380,189,0,4,3,1,4,4,4,2,1,102.75,103,0.781893004,0.447806354,366,179,0,0,0,0
424b4e323031352d31322d3036,2015-16,1,12/6/15,GSW @ BKN,BKN,1610612751,GS,1610612744,10,209.5,16,6,0,0.756944444,240,0,1,98,114,,0,42,88,0.477,9,28,0.321,16,30,0.533,11,40,51,25,14,4,19,22,2,4,8,32,81,0.395,11,30,0.367,23,31,0.742,9,38,47,22,13,5,22,21,0,40,21,5,3,2,104.0123457,104.654321,0.732820231,0.460187185,3380,1686,1,5,3,2,48,21,7,3,2,102.9012346,99.11111111,0.783447418,0.458345513,3404,1549,2,6,3,3
444554323031352d31322d3036,2015-16,1,12/6/15,LAL @ DET,DET,1610612765,LAL,1610612747,-9,197,-20,11,1,0.651162791,240,1,0,111,91,,0.118,37,82,0.451,2,17,0.118,14,15,0.933,12,23,35,14,2,4,13,16,3,5,10,39,70,0.557,3,8,0.375,17,18,0.944,5,29,34,15,6,5,11,18,0,21,15,6,3,3,97.41176471,94.61764706,0.732997481,0.462449131,1483,597,2,5,3,2,17,8,5,3,2,98.13888889,99.66666667,0.814393939,0.435056329,1585,759,0,6,4,2
4d454d323031352d31322d3036,2015-16,1,12/6/15,PHX @ MEM,MEM,1610612763,PHX,1610612756,-5.5,204,-2,3.5,0,0.84341637,240,1,0,95,93,,0.423,39,88,0.443,11,26,0.423,10,15,0.667,17,37,54,25,7,10,13,20,0,1,4,31,76,0.408,8,19,0.421,15,22,0.682,10,28,38,20,8,6,14,15,0,16,9,5,2,1,101.5897436,103.1025641,0.733021077,0.442238267,1793,859,1,5,1,1,16,5,5,2,2,96.30555556,97.41666667,0.752358491,0.441196938,1511,761,1,7,4,2
4f4b43323031352d31322d3036,2015-16,1,12/6/15,SAC @ OKC,OKC,1610612760,SAC,1610612758,-11,220.5,-3,8,0,0.770833333,240,1,0,98,95,,0.406,45,91,0.495,13,32,0.406,11,17,0.647,12,35,47,26,11,1,9,20,3,5,9,37,76,0.487,10,29,0.345,19,27,0.704,8,35,43,23,7,2,14,20,1,40,23,7,4,2,102.8909091,96.8,0.733388704,0.457737321,2470,1122,1,5,1,0,29,10,7,5,3,102.0181818,100.7272727,0.79109063,0.431490643,2418,1018,1,4,1,0
575348323031352d31322d3036,2015-16,1,12/6/15,DAL @ WAS,WSH,1610612764,DAL,1610612742,2.5,207.5,12,9.5,0,0.748987854,240,0,1,104,116,,0,36,75,0.48,5,17,0.294,18,24,0.75,11,27,38,21,9,6,18,19,3,5,10,38,80,0.475,8,20,0.4,21,25,0.84,12,28,40,23,15,3,15,21,1,10,8,7,4,2,96.33333333,91.66666667,0.733681462,0.447324415,678,278,0,5,2,2,9,3,6,2,2,101.8235294,97.64705882,0.780821918,0.429045093,751,364,0,6,4,2
